iter	Logloss
887	0.1557139402
888	0.1556046446
889	0.155528355
890	0.1554816698
891	0.1553999343
892	0.1553203799
893	0.1552551959
894	0.1551765387
895	0.1550582084
896	0.154986541
897	0.1548756915
898	0.154740238
899	0.1546569362
900	0.1545564129
901	0.1544693118
902	0.1543557973
903	0.1543240704
904	0.1542365167
905	0.1541799598
906	0.1541124322
907	0.1540333754
908	0.1539500184
909	0.1538289449
910	0.15374263
911	0.1536678098
912	0.1536209664
913	0.153539669
914	0.1534799301
915	0.1534365309
916	0.1533804141
917	0.1532931708
918	0.1532300053
919	0.1530703312
920	0.1530206548
921	0.15294636
922	0.1528431236
923	0.1527607334
924	0.1526822029
925	0.1525860472
926	0.1525319251
927	0.1524761647
928	0.1523821257
929	0.1523088591
930	0.1522498858
931	0.1522127291
932	0.1521721667
933	0.1520714609
934	0.1519721396
935	0.1518902862
936	0.1518081632
937	0.151731729
938	0.1516282451
939	0.151578471
940	0.1515009612
941	0.1514080914
942	0.1513369111
943	0.1512955886
944	0.1512568415
945	0.1511973903
946	0.1511064723
947	0.1509778851
948	0.1509218803
949	0.1507866116
950	0.1507093562
951	0.1506185258
952	0.1505137416
953	0.1504449526
954	0.1504048735
955	0.1503378676
956	0.1502701646
957	0.1501740949
958	0.1500931221
959	0.1500235497
960	0.1499817556
961	0.1499296988
962	0.1499061782
963	0.1497956189
964	0.1497208048
965	0.1496125284
966	0.1495812968
967	0.1494871854
968	0.1493622031
969	0.149328264
970	0.1492895922
971	0.1492665121
972	0.1492104496
973	0.1491433166
974	0.1490820483
975	0.1489922638
976	0.1489156322
977	0.1488500583
978	0.148769416
979	0.1487320797
980	0.1486653497
981	0.1486021772
982	0.14853133
983	0.1484583516
984	0.1483661085
985	0.1482868489
986	0.1482452866
987	0.1481804995
988	0.148155865
989	0.1481041107
990	0.1480222076
991	0.1479277471
992	0.147851916
993	0.1477624207
994	0.1476944639
995	0.1476319786
996	0.1475475644
997	0.1474866982
998	0.1473715728
999	0.1472849974
